@relation 'testing1-weka.filters.unsupervised.attribute.Add-TNOM-NNewNominal-Lactivity,scenic-Clast'

@attribute text string
@attribute NewNominal {activity,scenic}

@data
'perfect spot for',scenic
'beach of powdery',scenic
'best beaches in',scenic
'Most beautiful part',scenic
'soft white sand',scenic
'water is warm',scenic
'beach was the best',scenic
'Absolutely clean beach',scenic
'lots of beach',scenic
'beach late afternoon',scenic
'beach is very',scenic
'beautiful beach with miles',scenic
'beach cleaners sweep',scenic
'Beach is a',scenic
'pretty clean however',scenic
'really nice a',scenic
'nice beach and good',scenic
'lot of plastic',scenic
'Lots of joggers',scenic

